encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
SVT-AV1,bowing,352x288,29.97,300,22,192962.56,26.94,0.073,"{'threads': '4', 'preset': 'fast', 'frames': 30, 'qp': 22}"
