encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
VVENC,bowing,352x288,29.97,300,37,37.4266,41.8863,0.253,"{'threads': '8', 'preset': 'faster', 'frames': 30, 'qp': 37}"
