codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,bitrate,psnr,time(s),optional settings
VVENC,bowing,352x288,29.97,30,27,48.13,49.13,50.66,48.72,120555.52,0.624,bowing_27qp_30fr_29.97fps_medium-preset_4t
