encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
VVENC,bowing,352x288,29.97,30,32,57.7742,46.6005,5.894,"{'threads': '8', 'preset': 'slow', 'frames': 30, '--threads': '4', 'qp': 32}"
