encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
VVENC,bowing,352x288,29.97,300,22,136.0320,49.0990,13.298,"{'threads': '8', 'preset': 'slow', 'frames': 30, 'qp': 22}"
