Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.990945,0.980618,0.985198,0.992927,0.995639,0.000000,0.000000,0.749254,0.978391,0.990708,0.994995,94.565580,
1,0.988086,0.978368,0.978409,0.990605,0.994153,0.141548,0.152803,0.733565,0.975199,0.989341,0.994363,94.020365,
2,0.986551,0.977414,0.977244,0.987817,0.993171,0.137283,0.141548,0.731423,0.973015,0.988203,0.993478,93.553350,
3,0.985067,0.975390,0.974597,0.986345,0.992437,0.137283,0.137283,0.727501,0.971286,0.987365,0.993258,93.173448,
4,0.984809,0.974309,0.975315,0.986106,0.991941,0.173201,0.173201,0.725529,0.971251,0.987413,0.993139,93.159040,
5,0.983849,0.972846,0.974956,0.985056,0.990874,0.150192,0.206343,0.722339,0.969384,0.986550,0.993160,92.880017,
6,0.983141,0.972534,0.970629,0.984157,0.992000,0.150192,0.150192,0.717363,0.967895,0.985724,0.992453,92.632853,
7,0.980789,0.969617,0.965807,0.980158,0.992328,0.198175,0.198175,0.714553,0.966616,0.985463,0.992111,92.145388,
8,0.984288,0.972876,0.974936,0.986296,0.991128,0.200092,0.205264,0.718201,0.967997,0.985686,0.992687,92.962775,
9,0.981218,0.967946,0.970249,0.982345,0.990082,0.200092,0.200092,0.714175,0.966455,0.985036,0.992181,92.227186,
10,0.979879,0.966971,0.966613,0.981156,0.989652,0.208502,0.208502,0.709594,0.963392,0.983514,0.991077,91.786277,
11,0.979761,0.966806,0.965462,0.982232,0.989178,0.223990,0.223990,0.711133,0.963415,0.983258,0.990846,91.749636,
12,0.979517,0.966073,0.964378,0.981633,0.989808,0.215536,0.228705,0.706659,0.962509,0.982809,0.990616,91.649296,
13,0.976863,0.963317,0.960188,0.979926,0.987245,0.215536,0.215536,0.707862,0.960901,0.981596,0.989891,90.957191,
14,0.974372,0.957842,0.954980,0.975305,0.988635,0.287538,0.287538,0.702400,0.960827,0.981973,0.990037,90.546728,
15,0.975886,0.954648,0.958580,0.978646,0.989292,0.424631,0.424631,0.704447,0.964663,0.984034,0.991212,91.247731,
16,0.981599,0.965889,0.970498,0.981882,0.991974,0.533203,0.533203,0.702875,0.964457,0.983733,0.990956,92.591025,
17,0.972466,0.948482,0.952311,0.976161,0.987603,0.535552,0.535552,0.695151,0.961215,0.982060,0.989598,90.433729,
18,0.972450,0.950840,0.957003,0.976832,0.984047,0.514791,0.548226,0.687236,0.956862,0.979935,0.988925,90.250414,
19,0.967045,0.943395,0.940315,0.973139,0.983959,0.429396,0.514791,0.679196,0.954023,0.978878,0.987880,88.846424,
20,0.969428,0.951679,0.944322,0.973858,0.984832,0.338466,0.429396,0.677618,0.951793,0.977570,0.987422,89.144314,
21,0.966409,0.942998,0.938939,0.970256,0.985266,0.263109,0.338466,0.677522,0.952074,0.977953,0.987408,88.414319,
22,0.968595,0.948106,0.943693,0.971495,0.985808,0.263109,0.263109,0.679505,0.953484,0.978843,0.987814,88.957932,
23,0.969295,0.949496,0.942291,0.973797,0.986200,0.265251,0.265251,0.680839,0.955419,0.979788,0.988433,89.206867,
24,0.978179,0.963541,0.960476,0.982135,0.989029,0.346116,0.346116,0.686889,0.961074,0.983051,0.991211,91.604823,
25,0.973601,0.953226,0.952790,0.978378,0.987295,0.440566,0.440566,0.683477,0.957510,0.981136,0.990087,90.555545,
26,0.970510,0.948824,0.950553,0.974134,0.985045,0.503512,0.503512,0.676080,0.952833,0.978446,0.988779,89.741011,
27,0.966180,0.945430,0.943022,0.968430,0.983076,0.565596,0.565596,0.669561,0.946886,0.975243,0.987077,88.602326,
28,0.968434,0.947685,0.946629,0.970836,0.984420,0.531563,0.571974,0.662804,0.945343,0.974880,0.987016,89.027818,
29,0.956363,0.932905,0.927783,0.959622,0.976064,0.531563,0.531563,0.647101,0.928236,0.961370,0.976024,84.961047,
