Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.961405,0.948054,0.935415,0.962778,0.977618,0.000000,0.000000,0.532705,0.876606,0.932863,0.958493,82.979773,
1,0.959928,0.941647,0.929418,0.960509,0.980555,0.141548,0.152803,0.533359,0.874032,0.931447,0.958118,82.751078,
2,0.958674,0.938856,0.927944,0.959805,0.979487,0.137283,0.141548,0.534247,0.871125,0.929688,0.956960,82.316018,
3,0.955951,0.935903,0.922152,0.958139,0.977612,0.137283,0.137283,0.533720,0.868942,0.928337,0.956394,81.642511,
4,0.951206,0.932896,0.913577,0.952431,0.974949,0.173201,0.173201,0.531332,0.864856,0.925279,0.954330,80.407645,
5,0.949351,0.932863,0.917358,0.947650,0.971713,0.150192,0.206343,0.529576,0.859778,0.921006,0.951548,79.607777,
6,0.948931,0.933571,0.915402,0.946668,0.972168,0.150192,0.150192,0.528272,0.857898,0.919059,0.949115,79.258129,
7,0.946849,0.927589,0.909114,0.944748,0.973469,0.198175,0.198175,0.527916,0.859204,0.920965,0.950897,79.092719,
8,0.951162,0.930381,0.913398,0.953251,0.975178,0.200092,0.205264,0.529557,0.860933,0.922259,0.951424,80.090632,
9,0.948445,0.926030,0.910672,0.950529,0.972897,0.200092,0.200092,0.528820,0.861055,0.921980,0.950530,79.440057,
10,0.946056,0.924107,0.907657,0.948414,0.970443,0.208502,0.208502,0.527168,0.857360,0.918539,0.947269,78.564665,
11,0.942794,0.921871,0.903473,0.947033,0.965914,0.223990,0.223990,0.522875,0.852161,0.914186,0.943556,77.455660,
12,0.941157,0.921055,0.899079,0.944732,0.966004,0.215536,0.228705,0.518924,0.847954,0.911244,0.940945,76.801558,
13,0.938378,0.916390,0.896346,0.940539,0.964792,0.215536,0.215536,0.520973,0.848445,0.911263,0.940727,76.196986,
14,0.939561,0.914606,0.894736,0.945458,0.965605,0.287538,0.287538,0.522399,0.851511,0.913870,0.943003,76.801474,
15,0.941453,0.911777,0.894869,0.948760,0.968897,0.424631,0.424631,0.522737,0.853298,0.915765,0.944702,77.566553,
16,0.947649,0.925237,0.910419,0.946752,0.974219,0.533203,0.533203,0.522096,0.851639,0.914869,0.945010,78.990518,
17,0.933758,0.903044,0.881472,0.934329,0.969722,0.535552,0.535552,0.517034,0.846458,0.911347,0.942218,75.746116,
18,0.931176,0.897269,0.875600,0.932449,0.969638,0.514791,0.548226,0.510549,0.838769,0.905937,0.939058,74.758754,
19,0.926795,0.894706,0.867424,0.927401,0.967424,0.429396,0.514791,0.506485,0.831014,0.899749,0.934439,73.179514,
20,0.930023,0.906665,0.877030,0.930689,0.964441,0.338466,0.429396,0.501658,0.823209,0.893609,0.930123,73.211757,
21,0.925454,0.894146,0.873335,0.922383,0.964704,0.263109,0.338466,0.500370,0.820160,0.891704,0.928408,71.983723,
22,0.923316,0.894226,0.871385,0.916719,0.964247,0.263109,0.263109,0.498500,0.816195,0.888783,0.926345,71.291283,
23,0.923591,0.897780,0.874219,0.916996,0.962281,0.265251,0.265251,0.498923,0.817444,0.889615,0.926908,71.419850,
24,0.930962,0.908675,0.888387,0.924701,0.964854,0.346116,0.346116,0.498001,0.819090,0.890773,0.927702,73.146428,
25,0.929095,0.906103,0.882004,0.931926,0.958582,0.440566,0.440566,0.499681,0.820928,0.891840,0.929010,73.000000,
26,0.926525,0.900971,0.878818,0.924657,0.960716,0.503512,0.503512,0.498371,0.819041,0.890312,0.928857,72.480009,
27,0.919495,0.898193,0.864388,0.918640,0.955223,0.565596,0.565596,0.495801,0.813466,0.885173,0.926971,70.783473,
28,0.919132,0.898974,0.866023,0.920659,0.951501,0.531563,0.571974,0.488300,0.803125,0.876850,0.920753,69.948721,
29,0.909098,0.883810,0.850368,0.910478,0.946174,0.531563,0.531563,0.483753,0.795754,0.868771,0.912489,67.016402,
