Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.962643,0.944907,0.937541,0.963138,0.980455,0.000000,0.000000,0.531897,0.872282,0.927618,0.953165,82.614239,
1,0.960734,0.940915,0.933473,0.960200,0.981051,0.141548,0.152803,0.532985,0.870506,0.926481,0.952919,82.315520,
2,0.960355,0.942275,0.932267,0.958766,0.981303,0.137283,0.141548,0.533205,0.868424,0.925420,0.952005,82.115629,
3,0.957897,0.937967,0.927313,0.958185,0.979315,0.137283,0.137283,0.532834,0.866748,0.924210,0.951508,81.509731,
4,0.953842,0.934822,0.918627,0.952988,0.978124,0.173201,0.173201,0.530351,0.863175,0.921876,0.950774,80.553798,
5,0.951260,0.934879,0.920128,0.948239,0.974120,0.150192,0.206343,0.527725,0.856153,0.915961,0.945758,79.367897,
6,0.950200,0.934699,0.917580,0.945191,0.975028,0.150192,0.150192,0.527023,0.855757,0.915586,0.944729,79.053028,
7,0.947357,0.927546,0.909363,0.941932,0.976715,0.198175,0.198175,0.526763,0.857315,0.917652,0.947214,78.786727,
8,0.950588,0.929144,0.912072,0.949539,0.977497,0.200092,0.205264,0.528714,0.859570,0.919391,0.948448,79.627148,
9,0.948117,0.925732,0.908255,0.947192,0.975817,0.200092,0.200092,0.528530,0.860011,0.919920,0.948514,79.133653,
10,0.948884,0.926219,0.908705,0.947471,0.977153,0.208502,0.208502,0.528380,0.857856,0.917777,0.946353,79.054508,
11,0.946156,0.925346,0.904391,0.945406,0.974105,0.223990,0.223990,0.525066,0.852768,0.913208,0.942984,78.071403,
12,0.943747,0.925444,0.902303,0.941596,0.971892,0.215536,0.228705,0.521064,0.847150,0.908902,0.939400,77.127770,
13,0.943371,0.920350,0.904657,0.940844,0.971873,0.215536,0.215536,0.522905,0.848716,0.909980,0.939770,77.112740,
14,0.943795,0.916567,0.904756,0.943022,0.972544,0.287538,0.287538,0.520123,0.848209,0.911325,0.941688,77.497541,
15,0.943245,0.913077,0.900961,0.943750,0.973700,0.424631,0.424631,0.521593,0.849058,0.912372,0.942815,77.670321,
16,0.949525,0.924719,0.918771,0.941231,0.979109,0.533203,0.533203,0.520568,0.847873,0.912531,0.944202,79.237391,
17,0.936423,0.904218,0.889045,0.929422,0.976044,0.535552,0.535552,0.515960,0.842873,0.908793,0.941756,76.175254,
18,0.932118,0.896200,0.878663,0.928427,0.973863,0.514791,0.548226,0.507926,0.836568,0.904088,0.938486,74.850862,
19,0.928163,0.891018,0.869699,0.925435,0.972467,0.429396,0.514791,0.502328,0.828635,0.897715,0.934043,73.373307,
20,0.930540,0.900790,0.876243,0.926033,0.971601,0.338466,0.429396,0.498675,0.820683,0.891226,0.929912,73.227163,
21,0.925597,0.892912,0.866178,0.920959,0.970208,0.263109,0.338466,0.498866,0.819344,0.890453,0.928960,72.013866,
22,0.924233,0.892991,0.872634,0.917548,0.965769,0.263109,0.263109,0.497277,0.815992,0.887529,0.926710,71.465018,
23,0.925798,0.898238,0.872578,0.919448,0.966844,0.265251,0.265251,0.497474,0.816712,0.887868,0.926641,71.796595,
24,0.932325,0.911245,0.888677,0.924961,0.967212,0.346116,0.346116,0.496562,0.818599,0.889309,0.927975,73.399553,
25,0.931039,0.904170,0.880983,0.929855,0.966411,0.440566,0.440566,0.497845,0.820331,0.891062,0.929124,73.389810,
26,0.927256,0.902777,0.874188,0.924821,0.964264,0.503512,0.503512,0.496166,0.817929,0.889657,0.928788,72.611497,
27,0.923280,0.897095,0.870602,0.920733,0.960658,0.565596,0.565596,0.495063,0.814424,0.886512,0.927496,71.656662,
28,0.924067,0.900567,0.871969,0.919692,0.961453,0.531563,0.571974,0.488078,0.806870,0.880445,0.922856,71.247884,
29,0.911028,0.891896,0.852937,0.912432,0.945766,0.531563,0.531563,0.480971,0.798178,0.871020,0.913890,67.599109,
