codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
VVENC,bowing,352x288,29.97,30,22,47.4910,48.8746,50.2626,48.0094,257912.9344,10.850,bowing_22qp_30fr_29.97fps_medium-preset_8t
