codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
VVENC,bowing,352x288,29.97,30,37,40.9827,46.4964,47.0802,42.2062,34985.7792,2.588,bowing_37qp_30fr_29.97fps_medium-preset_8t
