encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
SVT-AV1,bowing,352x288,29.97,300,32,120268.8,48.09,0.173,"{'threads': '4', 'preset': 'medium', 'frames': 30, 'qp': 32}"
