Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.989233,0.980440,0.980373,0.993938,0.994022,0.000000,0.000000,0.787749,0.980606,0.990265,0.993461,94.033370,
1,0.985997,0.979099,0.977623,0.989557,0.990669,0.367927,0.369508,0.772445,0.974870,0.987168,0.991974,93.546899,
2,0.986466,0.978647,0.977799,0.989011,0.992523,0.361249,0.367927,0.772687,0.975418,0.987106,0.991407,93.593792,
3,0.986769,0.978276,0.977642,0.990481,0.992404,0.361249,0.361249,0.771697,0.974881,0.987068,0.992039,93.706725,
4,0.987242,0.978765,0.978289,0.991630,0.992214,0.362707,0.372621,0.771678,0.975182,0.987560,0.992459,93.868177,
5,0.987238,0.979128,0.978320,0.991598,0.992062,0.362601,0.362707,0.771117,0.974573,0.986871,0.991274,93.739558,
6,0.986697,0.979241,0.977149,0.989988,0.992505,0.360057,0.362601,0.771150,0.974646,0.987017,0.991796,93.667369,
7,0.986802,0.979174,0.976029,0.991043,0.992606,0.357408,0.360057,0.771137,0.974848,0.987215,0.991584,93.679193,
8,0.986362,0.978455,0.977383,0.990219,0.991551,0.357408,0.357408,0.771177,0.973735,0.986307,0.991460,93.528868,
9,0.986980,0.978501,0.978153,0.991578,0.991706,0.371395,0.385095,0.770944,0.975254,0.987359,0.992328,93.804053,
10,0.986849,0.979759,0.978197,0.989828,0.992243,0.361290,0.371395,0.772146,0.974571,0.986638,0.990880,93.610930,
11,0.986388,0.979575,0.976540,0.989856,0.991966,0.361290,0.361290,0.771380,0.974877,0.987426,0.992737,93.696088,
12,0.985090,0.979217,0.976091,0.989458,0.989046,0.361835,0.363956,0.771759,0.974920,0.986610,0.991548,93.283776,
13,0.986950,0.979373,0.975816,0.990993,0.993106,0.361835,0.361835,0.771232,0.974417,0.986904,0.991698,93.710655,
14,0.986861,0.978905,0.978490,0.991440,0.991124,0.362634,0.362634,0.772773,0.975318,0.986932,0.991305,93.665071,
15,0.986704,0.978895,0.976844,0.991441,0.991640,0.366010,0.370648,0.772019,0.974924,0.987105,0.992056,93.702083,
16,0.986492,0.978815,0.977283,0.990412,0.991676,0.365975,0.366010,0.771006,0.975370,0.987580,0.991870,93.664677,
17,0.986775,0.978645,0.976706,0.990948,0.992440,0.365975,0.365975,0.771760,0.975543,0.987803,0.992686,93.801542,
18,0.987855,0.978282,0.978661,0.991234,0.994246,0.368961,0.370598,0.772247,0.975771,0.987901,0.992406,94.022557,
19,0.986664,0.978836,0.978687,0.990387,0.991359,0.368961,0.368961,0.771092,0.976134,0.988059,0.992165,93.754088,
20,0.986297,0.979144,0.977272,0.989792,0.991503,0.370173,0.371992,0.771895,0.975826,0.987831,0.992666,93.704069,
21,0.986747,0.979084,0.977375,0.990213,0.992386,0.356080,0.370173,0.772055,0.975878,0.987813,0.991773,93.711112,
22,0.986382,0.979169,0.978212,0.991449,0.989830,0.356080,0.356080,0.771541,0.974712,0.986897,0.991147,93.536510,
23,0.987286,0.979097,0.978318,0.990984,0.992723,0.362690,0.363434,0.772462,0.975502,0.987860,0.992400,93.887050,
24,0.986866,0.979650,0.977623,0.991637,0.991177,0.362690,0.362690,0.773168,0.975732,0.988165,0.992238,93.797098,
25,0.985559,0.979048,0.975011,0.989808,0.990762,0.363994,0.363994,0.770915,0.975488,0.987803,0.991877,93.470542,
26,0.986282,0.978685,0.977051,0.990555,0.991148,0.365735,0.365735,0.772300,0.976124,0.987943,0.992275,93.669579,
27,0.986728,0.979063,0.977853,0.990420,0.991885,0.373717,0.374079,0.772054,0.976142,0.988331,0.991968,93.769930,
28,0.987510,0.979230,0.977329,0.992813,0.992365,0.366677,0.373717,0.772077,0.976465,0.988983,0.993715,94.100546,
29,0.986330,0.979369,0.977521,0.990106,0.991107,0.366677,0.366677,0.772429,0.976100,0.988100,0.992206,93.682670,
