Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.995306,0.989021,0.989813,0.999055,0.997929,0.000000,0.000000,0.872961,0.992900,0.996412,0.997603,95.987756,
1,0.991548,0.986793,0.985245,0.993612,0.995393,0.367927,0.369508,0.842266,0.986968,0.993451,0.996363,95.410670,
2,0.992418,0.986268,0.985728,0.993279,0.998050,0.361249,0.367927,0.842818,0.987522,0.993307,0.995798,95.542099,
3,0.992156,0.985636,0.985319,0.994865,0.996501,0.361249,0.361249,0.840686,0.987141,0.993604,0.996611,95.561972,
4,0.991919,0.985799,0.984934,0.995224,0.995695,0.362707,0.372621,0.841946,0.987635,0.994007,0.997210,95.580439,
5,0.992922,0.986160,0.986641,0.996158,0.996608,0.362601,0.362707,0.841999,0.987473,0.993671,0.996559,95.730631,
6,0.993082,0.986541,0.986492,0.995446,0.997580,0.360057,0.362601,0.842310,0.988125,0.994493,0.997231,95.855809,
7,0.992539,0.986083,0.985757,0.994446,0.997492,0.357408,0.360057,0.840230,0.987517,0.993975,0.996599,95.657805,
8,0.992168,0.986475,0.985110,0.994641,0.996495,0.357408,0.357408,0.841041,0.986715,0.993354,0.996443,95.532709,
9,0.993271,0.986199,0.987139,0.996837,0.996728,0.371395,0.385095,0.840263,0.987448,0.993859,0.996995,95.862068,
10,0.992074,0.986420,0.985271,0.994702,0.996112,0.361290,0.371395,0.842453,0.987132,0.993359,0.996071,95.489630,
11,0.992316,0.986568,0.984729,0.994621,0.997117,0.361290,0.361290,0.841628,0.987421,0.994003,0.997132,95.657583,
12,0.991479,0.986655,0.984411,0.994607,0.994921,0.361835,0.363956,0.841747,0.987097,0.993022,0.996321,95.365827,
13,0.992269,0.986328,0.984279,0.995342,0.996748,0.361835,0.361835,0.842001,0.986901,0.993632,0.996712,95.595205,
14,0.992584,0.986338,0.986828,0.996334,0.995334,0.362634,0.362634,0.843310,0.987322,0.993200,0.996102,95.598503,
15,0.991888,0.986139,0.984757,0.995568,0.995291,0.366010,0.370648,0.841603,0.986941,0.993345,0.996645,95.500141,
16,0.992382,0.986035,0.985813,0.995153,0.996453,0.365975,0.366010,0.840940,0.987857,0.994288,0.997349,95.710607,
17,0.992425,0.986304,0.984290,0.995708,0.996893,0.365975,0.365975,0.840972,0.987777,0.994175,0.997477,95.724808,
18,0.993430,0.985992,0.986748,0.995754,0.998381,0.368961,0.370598,0.841333,0.987261,0.993987,0.997051,95.902551,
19,0.992641,0.985725,0.987087,0.995652,0.996158,0.368961,0.368961,0.842229,0.988367,0.994463,0.997072,95.758821,
20,0.992281,0.986077,0.986147,0.994691,0.996335,0.370173,0.371992,0.841799,0.987735,0.994229,0.997358,95.691621,
21,0.992259,0.986261,0.985468,0.994756,0.996535,0.356080,0.370173,0.842084,0.987966,0.994422,0.996267,95.590140,
22,0.992072,0.986535,0.985795,0.996219,0.994512,0.356080,0.356080,0.841490,0.986583,0.993119,0.995890,95.454511,
23,0.992484,0.986198,0.985972,0.995898,0.995971,0.362690,0.363434,0.841838,0.987738,0.994343,0.997135,95.712840,
24,0.992476,0.986409,0.986324,0.995895,0.995657,0.362690,0.362690,0.842979,0.988201,0.994975,0.997471,95.768295,
25,0.991495,0.986001,0.985115,0.994691,0.994758,0.363994,0.363994,0.840879,0.987672,0.994480,0.997101,95.502702,
26,0.991701,0.986485,0.985022,0.994990,0.994947,0.365735,0.365735,0.842854,0.988296,0.994659,0.997426,95.586496,
27,0.992249,0.986726,0.986292,0.995123,0.995540,0.373717,0.374079,0.842157,0.988296,0.994953,0.997163,95.708872,
28,0.992597,0.986300,0.984977,0.996800,0.996079,0.366677,0.373717,0.842190,0.988776,0.995799,0.998444,95.917818,
29,0.992675,0.986828,0.986527,0.995538,0.996220,0.366677,0.366677,0.842183,0.988564,0.994940,0.997139,95.790802,
