Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.974602,0.965370,0.955726,0.979599,0.985090,0.000000,0.000000,0.675058,0.949464,0.974475,0.986895,89.642018,
1,0.972483,0.965067,0.953783,0.976819,0.982658,0.367927,0.369508,0.669763,0.945273,0.972139,0.985987,89.479226,
2,0.973457,0.964482,0.955751,0.976828,0.984505,0.361249,0.367927,0.670295,0.946133,0.972242,0.986133,89.698421,
3,0.973738,0.963856,0.955587,0.977015,0.985485,0.361249,0.361249,0.668929,0.944884,0.972167,0.986476,89.780915,
4,0.972740,0.964339,0.954236,0.977747,0.982662,0.362707,0.372621,0.668967,0.945142,0.971970,0.987087,89.608659,
5,0.973974,0.964769,0.956596,0.978005,0.984374,0.362601,0.362707,0.668293,0.944719,0.971723,0.985724,89.754863,
6,0.973757,0.963895,0.955035,0.976991,0.985864,0.360057,0.362601,0.667958,0.944440,0.971485,0.986114,89.725105,
7,0.973739,0.964362,0.954420,0.978361,0.984861,0.357408,0.360057,0.667461,0.944191,0.971173,0.985420,89.648988,
8,0.973000,0.965329,0.954524,0.975265,0.984863,0.357408,0.357408,0.667900,0.943272,0.970464,0.985141,89.433550,
9,0.972811,0.963533,0.953910,0.976028,0.984783,0.371395,0.385095,0.667449,0.943990,0.971190,0.985946,89.509002,
10,0.972542,0.965455,0.954514,0.976177,0.982787,0.361290,0.371395,0.668713,0.944545,0.971433,0.985343,89.400685,
11,0.972792,0.963986,0.953716,0.976394,0.984382,0.361290,0.361290,0.668839,0.944430,0.971576,0.986530,89.554561,
12,0.972082,0.965243,0.953791,0.976459,0.981765,0.361835,0.363956,0.668804,0.944388,0.970874,0.985597,89.297626,
13,0.974027,0.964449,0.954515,0.978379,0.985565,0.361835,0.361835,0.668958,0.944768,0.971964,0.986282,89.819342,
14,0.973092,0.964351,0.954340,0.978813,0.982692,0.362634,0.362634,0.670691,0.945734,0.971900,0.985935,89.589040,
15,0.972254,0.964201,0.953341,0.976397,0.982981,0.366010,0.370648,0.669237,0.944744,0.971615,0.986600,89.452412,
16,0.973155,0.964441,0.954129,0.977472,0.984084,0.365975,0.366010,0.668812,0.946065,0.972507,0.986341,89.669279,
17,0.972906,0.963964,0.954350,0.977121,0.983754,0.365975,0.365975,0.668570,0.945773,0.972514,0.986952,89.663952,
18,0.974188,0.964077,0.956083,0.979115,0.984650,0.368961,0.370598,0.669122,0.945768,0.972241,0.986529,89.897553,
19,0.973482,0.963943,0.955754,0.978106,0.983729,0.368961,0.368961,0.667963,0.946505,0.972964,0.986514,89.779662,
20,0.972665,0.964631,0.955614,0.974767,0.983986,0.370173,0.371992,0.668730,0.945875,0.972639,0.986947,89.622549,
21,0.973452,0.964198,0.954652,0.977477,0.984696,0.356080,0.370173,0.669209,0.946039,0.972831,0.986226,89.724874,
22,0.972911,0.964550,0.955219,0.977320,0.982830,0.356080,0.356080,0.669005,0.945336,0.972143,0.985785,89.541407,
23,0.973351,0.963957,0.954377,0.977016,0.985063,0.362690,0.363434,0.669428,0.945719,0.972692,0.987019,89.767328,
24,0.973444,0.964740,0.955569,0.978219,0.983312,0.362690,0.362690,0.669634,0.946209,0.973122,0.986623,89.775926,
25,0.972471,0.964807,0.953538,0.976834,0.982864,0.363994,0.363994,0.668034,0.945199,0.972359,0.986337,89.511094,
26,0.971770,0.965929,0.953857,0.976046,0.980915,0.365735,0.365735,0.669662,0.946249,0.972843,0.986618,89.406737,
27,0.974082,0.964955,0.956729,0.977334,0.985059,0.373717,0.374079,0.669067,0.945084,0.972376,0.986134,89.853443,
28,0.972635,0.964441,0.953920,0.977994,0.982326,0.366677,0.373717,0.668980,0.945652,0.973080,0.987605,89.682373,
29,0.973819,0.966061,0.953805,0.977392,0.985524,0.366677,0.366677,0.668553,0.945883,0.972853,0.986711,89.857440,
