Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.994903,0.986636,0.991252,0.996036,0.998520,0.000000,0.000000,0.866588,0.992401,0.996929,0.998207,95.969754,
1,0.995214,0.987146,0.991602,0.996614,0.998552,0.141548,0.152803,0.872609,0.993497,0.997400,0.998487,96.278164,
2,0.994792,0.987549,0.992201,0.995947,0.997535,0.137283,0.141548,0.873874,0.993362,0.997312,0.998071,96.142282,
3,0.994906,0.985975,0.990544,0.997868,0.997747,0.137283,0.137283,0.875503,0.993614,0.997378,0.998389,96.196858,
4,0.994954,0.987365,0.991330,0.996788,0.997833,0.173201,0.173201,0.873640,0.993379,0.997464,0.998343,96.255087,
5,0.994376,0.985719,0.991073,0.994660,0.998552,0.150192,0.206343,0.873589,0.992940,0.997353,0.998764,96.124431,
6,0.994734,0.987188,0.989352,0.994918,0.999672,0.150192,0.150192,0.873623,0.993675,0.997542,0.998755,96.213959,
7,0.994410,0.986738,0.987327,0.994519,1.000327,0.198175,0.198175,0.871988,0.993456,0.997404,0.998541,96.184182,
8,0.995219,0.985935,0.989106,0.997476,0.999576,0.200092,0.205264,0.870320,0.993508,0.997509,0.998576,96.370968,
9,0.992662,0.983449,0.986689,0.992401,0.998764,0.200092,0.200092,0.863153,0.991748,0.996570,0.998124,95.727632,
10,0.994223,0.983409,0.988126,0.994287,1.000648,0.208502,0.208502,0.865335,0.991816,0.996604,0.998225,96.088627,
11,0.993091,0.984652,0.986740,0.993853,0.998368,0.223990,0.223990,0.864602,0.991329,0.996260,0.997914,95.820331,
12,0.993623,0.985271,0.985259,0.994970,0.999467,0.215536,0.228705,0.860618,0.991387,0.996608,0.998291,95.971195,
13,0.992393,0.981693,0.984622,0.994629,0.998019,0.215536,0.215536,0.857173,0.990079,0.995575,0.997583,95.594471,
14,0.992432,0.982337,0.985347,0.993407,0.998457,0.287538,0.287538,0.851253,0.990068,0.995633,0.997498,95.696857,
15,0.990551,0.975804,0.981049,0.993671,0.997708,0.424631,0.424631,0.843932,0.989835,0.995673,0.997782,95.496581,
16,0.992069,0.982309,0.984182,0.992705,0.998673,0.533203,0.533203,0.841723,0.990660,0.996345,0.997852,96.013171,
17,0.991916,0.973932,0.982596,0.995031,1.000065,0.535552,0.535552,0.832616,0.989239,0.995558,0.997178,95.888403,
18,0.993345,0.977771,0.987999,0.995236,0.999689,0.514791,0.548226,0.832459,0.988936,0.995526,0.997654,96.207060,
19,0.991576,0.974492,0.979553,0.996599,0.999566,0.429396,0.514791,0.822185,0.986872,0.994547,0.996822,95.589620,
20,0.990317,0.975600,0.982088,0.991750,0.998289,0.338466,0.429396,0.818523,0.984072,0.993075,0.995838,95.037391,
21,0.990504,0.970712,0.981099,0.994487,0.998831,0.263109,0.338466,0.824507,0.985573,0.993552,0.996150,95.028408,
22,0.991155,0.975747,0.984867,0.994125,0.997179,0.263109,0.263109,0.829521,0.986896,0.994324,0.996497,95.236995,
23,0.990418,0.974879,0.980801,0.994943,0.997022,0.265251,0.265251,0.827199,0.985942,0.993683,0.995910,95.000098,
24,0.992000,0.979641,0.985921,0.994645,0.997157,0.346116,0.346116,0.830278,0.988361,0.995098,0.997265,95.635280,
25,0.991053,0.977381,0.983756,0.994453,0.996684,0.440566,0.440566,0.828009,0.987965,0.995041,0.997263,95.551704,
26,0.991256,0.978278,0.986033,0.993764,0.996264,0.503512,0.503512,0.825486,0.985852,0.993326,0.996392,95.524188,
27,0.989938,0.977188,0.978694,0.993261,0.997322,0.565596,0.565596,0.821864,0.984765,0.993286,0.996739,95.342172,
28,0.989951,0.975182,0.981562,0.992421,0.997132,0.531563,0.571974,0.809963,0.981486,0.991529,0.995498,95.110201,
29,0.987602,0.973468,0.979181,0.992336,0.992898,0.531563,0.531563,0.798897,0.976253,0.988243,0.993014,94.235298,
