Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.994901,0.987708,0.990038,0.996351,0.998550,0.000000,0.000000,0.904040,0.992841,0.997157,0.998661,96.015915,
1,0.996071,0.990647,0.991338,0.997115,0.999390,0.141548,0.152803,0.917727,0.995513,0.998343,0.999336,96.586756,
2,0.996092,0.990991,0.993261,0.996371,0.998922,0.137283,0.141548,0.921735,0.996283,0.998688,0.999150,96.590868,
3,0.995837,0.990035,0.991807,0.997492,0.998478,0.137283,0.137283,0.923764,0.996737,0.998894,0.999438,96.570430,
4,0.996234,0.990388,0.993867,0.997181,0.998579,0.173201,0.173201,0.922876,0.996676,0.998788,0.999246,96.685520,
5,0.995766,0.990127,0.993222,0.996296,0.998430,0.150192,0.206343,0.920487,0.995967,0.998617,0.999607,96.568919,
6,0.996127,0.991581,0.992034,0.995633,0.999967,0.150192,0.150192,0.915868,0.995951,0.998446,0.999262,96.611685,
7,0.994656,0.987625,0.989580,0.994801,0.999334,0.198175,0.198175,0.910156,0.995013,0.998016,0.998933,96.305334,
8,0.995690,0.988539,0.991813,0.996790,0.999097,0.200092,0.205264,0.909297,0.994594,0.997709,0.998597,96.490361,
9,0.992852,0.983657,0.987951,0.992343,0.998594,0.200092,0.200092,0.895638,0.992652,0.997028,0.998452,95.818760,
10,0.994922,0.984888,0.988864,0.996188,1.000197,0.208502,0.208502,0.896855,0.993598,0.997500,0.998837,96.338027,
11,0.993377,0.983987,0.988111,0.995269,0.997587,0.223990,0.223990,0.893421,0.991807,0.996545,0.998020,95.905156,
12,0.994012,0.986058,0.987548,0.996388,0.998027,0.215536,0.228705,0.889803,0.992629,0.997120,0.998472,96.097941,
13,0.992345,0.982414,0.983969,0.994896,0.997803,0.215536,0.215536,0.886481,0.991572,0.996331,0.997539,95.619479,
14,0.993065,0.981994,0.985131,0.995916,0.998449,0.287538,0.287538,0.882916,0.992795,0.997243,0.998532,96.000665,
15,0.990556,0.975645,0.981479,0.993856,0.997419,0.424631,0.424631,0.876334,0.992499,0.996970,0.998357,95.612059,
16,0.990898,0.982043,0.981149,0.991797,0.997955,0.533203,0.533203,0.878059,0.992488,0.996945,0.998420,95.837171,
17,0.988350,0.972854,0.975849,0.991523,0.997276,0.535552,0.535552,0.863856,0.991468,0.996432,0.997900,95.215788,
18,0.992076,0.979915,0.983838,0.995519,0.997637,0.514791,0.548226,0.861783,0.990863,0.996341,0.998200,96.016319,
19,0.990074,0.974775,0.979645,0.993273,0.998028,0.429396,0.514791,0.849792,0.988872,0.995515,0.997928,95.397996,
20,0.992052,0.979927,0.985592,0.993741,0.998073,0.338466,0.429396,0.857496,0.989333,0.995411,0.997686,95.683310,
21,0.990409,0.971404,0.980062,0.994780,0.998669,0.263109,0.338466,0.850442,0.987978,0.994827,0.997773,95.199498,
22,0.990886,0.978084,0.983277,0.993663,0.996872,0.263109,0.263109,0.854908,0.988852,0.995289,0.997839,95.332595,
23,0.990292,0.974968,0.980111,0.994803,0.997125,0.265251,0.265251,0.854725,0.988710,0.994896,0.996804,95.105348,
24,0.991730,0.982111,0.984519,0.993290,0.997394,0.346116,0.346116,0.860253,0.990227,0.996018,0.998131,95.690551,
25,0.989609,0.977636,0.979640,0.991473,0.997225,0.440566,0.440566,0.855922,0.989819,0.995788,0.997926,95.327652,
26,0.991109,0.980655,0.985330,0.991752,0.997007,0.503512,0.503512,0.856317,0.989857,0.995504,0.997716,95.709786,
27,0.989043,0.974279,0.976922,0.992613,0.997345,0.565596,0.565596,0.846354,0.987984,0.994979,0.997470,95.291876,
28,0.989105,0.977270,0.980988,0.991181,0.995496,0.531563,0.571974,0.846740,0.987316,0.994641,0.997249,95.223814,
29,0.987246,0.976543,0.979552,0.989406,0.993004,0.531563,0.531563,0.830365,0.982776,0.991584,0.995142,94.495862,
