Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.995778,0.987792,0.990708,0.998705,0.998692,0.000000,0.000000,0.882617,0.993554,0.997287,0.998628,96.214049,
1,0.995840,0.988723,0.990956,0.998359,0.998684,0.141548,0.152803,0.886861,0.994007,0.997412,0.998521,96.419540,
2,0.995121,0.988481,0.990293,0.997022,0.998242,0.137283,0.141548,0.888129,0.993980,0.997358,0.998382,96.243594,
3,0.995251,0.987561,0.989993,0.998645,0.997825,0.137283,0.137283,0.888952,0.993695,0.997124,0.998340,96.256396,
4,0.995110,0.987636,0.990604,0.997583,0.997926,0.173201,0.173201,0.888189,0.993956,0.997449,0.998477,96.301492,
5,0.994139,0.986314,0.990209,0.996737,0.996679,0.150192,0.206343,0.886502,0.992958,0.997071,0.998686,96.053259,
6,0.994895,0.988087,0.989211,0.997393,0.998065,0.150192,0.150192,0.886142,0.993598,0.997267,0.998372,96.205071,
7,0.994485,0.986532,0.987838,0.997460,0.998173,0.198175,0.198175,0.885209,0.993813,0.997305,0.998358,96.182627,
8,0.995927,0.987373,0.989473,0.999888,0.998970,0.200092,0.205264,0.884923,0.994108,0.997635,0.998542,96.530331,
9,0.994097,0.985292,0.988281,0.996251,0.998212,0.200092,0.200092,0.879319,0.992974,0.996983,0.998179,96.067757,
10,0.995172,0.985027,0.989079,0.997891,0.999432,0.208502,0.208502,0.879759,0.992949,0.996987,0.998235,96.317815,
11,0.993518,0.983215,0.987547,0.996669,0.997447,0.223990,0.223990,0.878639,0.992297,0.996773,0.998002,95.947089,
12,0.994201,0.985032,0.987607,0.997516,0.997978,0.215536,0.228705,0.877746,0.992700,0.996923,0.998373,96.122972,
13,0.992755,0.982514,0.987373,0.995805,0.996445,0.215536,0.215536,0.872878,0.990544,0.995429,0.997158,95.633390,
14,0.992678,0.982569,0.987984,0.993982,0.997267,0.287538,0.287538,0.865446,0.991025,0.996085,0.998113,95.822881,
15,0.993872,0.982624,0.990215,0.996169,0.997587,0.424631,0.424631,0.861149,0.991170,0.996168,0.997971,96.261427,
16,0.991613,0.980855,0.985563,0.993999,0.996298,0.533203,0.533203,0.855215,0.991001,0.996315,0.997939,95.919332,
17,0.992513,0.978827,0.984431,0.996831,0.997757,0.535552,0.535552,0.849804,0.991062,0.996404,0.997716,96.105659,
18,0.992593,0.982607,0.988742,0.994192,0.996588,0.514791,0.548226,0.852088,0.991086,0.996266,0.997879,96.101936,
19,0.992622,0.979346,0.985139,0.994731,0.999216,0.429396,0.514791,0.845589,0.990234,0.995996,0.997602,95.955621,
20,0.991862,0.977581,0.984244,0.993905,0.998920,0.338466,0.429396,0.846836,0.989246,0.995247,0.997089,95.588142,
21,0.992087,0.976249,0.985920,0.995112,0.998178,0.263109,0.338466,0.848260,0.989393,0.995382,0.997414,95.568126,
22,0.992375,0.980372,0.987494,0.994595,0.997132,0.263109,0.263109,0.850959,0.989315,0.995263,0.996909,95.584272,
23,0.990938,0.979316,0.985319,0.991873,0.996925,0.265251,0.265251,0.848102,0.987957,0.994212,0.996318,95.173991,
24,0.992272,0.982248,0.986636,0.993015,0.997887,0.346116,0.346116,0.849059,0.989721,0.995442,0.997573,95.737197,
25,0.991120,0.979774,0.983605,0.991891,0.998116,0.440566,0.440566,0.846597,0.989250,0.995290,0.997212,95.575653,
26,0.991236,0.978896,0.986372,0.992648,0.996696,0.503512,0.503512,0.845624,0.988542,0.994804,0.997204,95.659794,
27,0.991122,0.979139,0.982002,0.993696,0.997739,0.565596,0.565596,0.846269,0.988964,0.995315,0.997827,95.792979,
28,0.991323,0.979197,0.987557,0.992521,0.996257,0.531563,0.571974,0.840185,0.986742,0.993924,0.996604,95.621171,
29,0.988607,0.973696,0.982752,0.988222,0.996710,0.531563,0.531563,0.826150,0.982502,0.991958,0.995362,94.825950,
