codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,bitrate,psnr,time(s),optional settings
VVENC,bowing,352x288,29.97,30,27,47.3648,49.4508,50.9222,48.1021,89.3187,1.134,bowing_27qp_30fr_29.97fps_fast-preset_8t
