encoder,video,resolution,fps,number of frames,qp,bitrate,psnr,timems,optional settings
SVT-AV1,bowing,352x288,29.97,300,37,94760.96,47.66,1.502,"{'threads': '4', 'preset': 'slow', 'frames': 30, 'qp': 37}"
