codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
EVC,akiyo,352x288,29.97,30,37,35.5229,40.0898,41.5119,37.2822,45776.8960,1.013,akiyo_37qp_30fr_29.97fps_medium-preset_8t
