Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.996654,0.991125,0.995007,0.997086,0.998916,0.000000,0.000000,0.874708,0.994647,0.997877,0.998892,96.458878,
1,0.993337,0.987038,0.987528,0.993792,0.997906,0.141548,0.152803,0.842688,0.991028,0.996223,0.998028,95.772497,
2,0.992030,0.985961,0.984875,0.992768,0.996988,0.137283,0.141548,0.839417,0.989664,0.995672,0.997560,95.414295,
3,0.992373,0.984850,0.984975,0.993860,0.997370,0.137283,0.137283,0.838708,0.990499,0.996079,0.997636,95.517695,
4,0.992051,0.985055,0.986269,0.992323,0.996964,0.173201,0.173201,0.838440,0.990062,0.995950,0.997620,95.486813,
5,0.990867,0.983350,0.985546,0.990276,0.996320,0.150192,0.206343,0.836275,0.989063,0.995445,0.997666,95.174879,
6,0.990224,0.982709,0.982528,0.989768,0.996772,0.150192,0.150192,0.831316,0.988366,0.994844,0.997399,94.984846,
7,0.990427,0.982698,0.980776,0.991856,0.996685,0.198175,0.198175,0.831723,0.989330,0.995470,0.997648,95.146013,
8,0.992846,0.985621,0.988273,0.992817,0.997457,0.200092,0.205264,0.839887,0.990670,0.996177,0.997622,95.709064,
9,0.989335,0.981567,0.984595,0.987877,0.995243,0.200092,0.200092,0.830196,0.988134,0.995100,0.997489,94.876548,
10,0.991157,0.981683,0.987408,0.990961,0.996175,0.208502,0.208502,0.830800,0.988524,0.995124,0.997179,95.262069,
11,0.990203,0.981135,0.985692,0.991001,0.994734,0.223990,0.223990,0.827553,0.986157,0.993669,0.996490,94.944857,
12,0.990568,0.982579,0.983884,0.990665,0.996368,0.215536,0.228705,0.828005,0.988144,0.995261,0.997531,95.176662,
13,0.988221,0.979695,0.980844,0.989360,0.993768,0.215536,0.215536,0.824099,0.984234,0.992720,0.995960,94.409762,
14,0.989456,0.979427,0.982101,0.989214,0.996489,0.287538,0.287538,0.822883,0.987289,0.994581,0.997127,94.966277,
15,0.989487,0.974700,0.981149,0.992718,0.995991,0.424631,0.424631,0.819378,0.987342,0.994772,0.997428,95.190454,
16,0.993060,0.984679,0.989200,0.994146,0.996857,0.533203,0.533203,0.838918,0.991188,0.996551,0.997689,96.228264,
17,0.988774,0.973800,0.980644,0.990003,0.996769,0.535552,0.535552,0.811830,0.986173,0.994243,0.996210,95.058841,
18,0.987700,0.972051,0.979068,0.989989,0.995452,0.514791,0.548226,0.800848,0.983453,0.992891,0.996048,94.715540,
19,0.987939,0.974111,0.982380,0.987884,0.995342,0.429396,0.514791,0.801301,0.983188,0.992825,0.996038,94.648913,
20,0.990355,0.977776,0.986063,0.991157,0.996074,0.338466,0.429396,0.811580,0.985354,0.993785,0.996553,95.143120,
21,0.989476,0.972073,0.984353,0.990351,0.997161,0.263109,0.338466,0.807194,0.984085,0.993348,0.996515,94.824623,
22,0.988622,0.975988,0.983491,0.988771,0.995271,0.263109,0.263109,0.807855,0.984068,0.993345,0.996301,94.621400,
23,0.988799,0.976203,0.982675,0.989717,0.995377,0.265251,0.265251,0.810159,0.984926,0.993675,0.996459,94.693207,
24,0.992796,0.983463,0.990027,0.993947,0.996405,0.346116,0.346116,0.828785,0.989803,0.995952,0.997739,95.892317,
25,0.989512,0.978160,0.983154,0.990179,0.995998,0.440566,0.440566,0.811744,0.985711,0.994191,0.996879,95.141874,
26,0.989974,0.978281,0.983638,0.990526,0.996633,0.503512,0.503512,0.808968,0.984228,0.993010,0.996564,95.242311,
27,0.987178,0.977744,0.976742,0.988108,0.994883,0.565596,0.565596,0.803455,0.982256,0.992332,0.996002,94.634445,
28,0.989333,0.978483,0.981065,0.988995,0.997300,0.531563,0.571974,0.806589,0.984900,0.993685,0.996944,95.204837,
29,0.983739,0.972632,0.976044,0.981427,0.993001,0.531563,0.531563,0.787413,0.976019,0.988910,0.994054,93.513195,
