Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.998651,0.996005,0.997529,0.999076,0.999739,0.000000,0.000000,0.941410,0.998382,0.999466,1.000019,97.079490,
1,0.994529,0.990119,0.989306,0.994640,0.998458,0.141548,0.152803,0.894960,0.995016,0.998155,0.999145,96.222440,
2,0.995072,0.989856,0.991059,0.995650,0.998308,0.137283,0.141548,0.894222,0.994685,0.997850,0.998893,96.299416,
3,0.995048,0.988870,0.989108,0.996723,0.998749,0.137283,0.137283,0.894471,0.994820,0.997967,0.998845,96.296362,
4,0.995190,0.989431,0.990568,0.996283,0.998530,0.173201,0.173201,0.896126,0.994793,0.997965,0.998659,96.361254,
5,0.995147,0.988455,0.991552,0.995574,0.998741,0.150192,0.206343,0.893985,0.994451,0.997799,0.999044,96.341822,
6,0.994773,0.989302,0.989575,0.995001,0.998930,0.150192,0.150192,0.890974,0.994022,0.997353,0.998709,96.211310,
7,0.994076,0.988328,0.989033,0.994193,0.998351,0.198175,0.198175,0.890814,0.994139,0.997527,0.998582,96.123108,
8,0.996286,0.991771,0.992916,0.996614,0.999171,0.200092,0.205264,0.904121,0.995779,0.998196,0.999006,96.680619,
9,0.993884,0.988280,0.989334,0.993470,0.998241,0.200092,0.200092,0.887865,0.993591,0.997307,0.998607,96.073132,
10,0.994845,0.988308,0.992320,0.994097,0.998725,0.208502,0.208502,0.888900,0.994177,0.997536,0.998696,96.314308,
11,0.994628,0.986684,0.992552,0.995444,0.997576,0.223990,0.223990,0.886230,0.993508,0.997153,0.998500,96.251722,
12,0.995339,0.988685,0.991778,0.995782,0.998898,0.215536,0.228705,0.888128,0.994210,0.997743,0.998676,96.439384,
13,0.993013,0.985191,0.988140,0.993730,0.997392,0.215536,0.215536,0.879653,0.992421,0.996935,0.998016,95.834630,
14,0.992955,0.985031,0.988984,0.992870,0.997511,0.287538,0.287538,0.878271,0.992836,0.997003,0.998476,95.961735,
15,0.992640,0.979073,0.987945,0.994370,0.998033,0.424631,0.424631,0.875710,0.993096,0.996905,0.998291,96.061019,
16,0.996060,0.991036,0.993554,0.996031,0.998940,0.533203,0.533203,0.910562,0.996358,0.998427,0.998641,97.070791,
17,0.992511,0.980693,0.984532,0.995150,0.998364,0.535552,0.535552,0.873465,0.993291,0.997364,0.998236,96.199967,
18,0.994068,0.985487,0.989511,0.995399,0.998174,0.514791,0.548226,0.873190,0.993403,0.997332,0.998469,96.529059,
19,0.990691,0.982146,0.981611,0.991469,0.997573,0.429396,0.514791,0.865040,0.991948,0.996590,0.997761,95.580881,
20,0.993437,0.987063,0.989565,0.992978,0.997858,0.338466,0.429396,0.879579,0.993522,0.997342,0.998117,96.125674,
21,0.991486,0.978688,0.984980,0.993022,0.997868,0.263109,0.338466,0.867531,0.991701,0.996359,0.998079,95.542967,
22,0.991995,0.982775,0.988022,0.992925,0.996346,0.263109,0.263109,0.870595,0.991693,0.996485,0.998011,95.653717,
23,0.992414,0.981560,0.987597,0.994488,0.996876,0.265251,0.265251,0.871402,0.992150,0.996383,0.997996,95.744304,
24,0.995512,0.989646,0.995476,0.995595,0.997398,0.346116,0.346116,0.902262,0.996050,0.998294,0.999140,96.727363,
25,0.991567,0.984429,0.987792,0.991206,0.996133,0.440566,0.440566,0.872152,0.992094,0.996810,0.998232,95.834634,
26,0.992104,0.984564,0.990909,0.993382,0.994214,0.503512,0.503512,0.871375,0.991865,0.996585,0.998215,96.024015,
27,0.990963,0.983179,0.984425,0.991716,0.996275,0.565596,0.565596,0.863686,0.990942,0.996232,0.998189,95.836878,
28,0.993213,0.986127,0.990651,0.992152,0.997609,0.531563,0.571974,0.874271,0.992932,0.997129,0.998692,96.371783,
29,0.989672,0.980375,0.983011,0.989597,0.996134,0.531563,0.531563,0.851417,0.987868,0.994654,0.997290,95.353142,
