Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.444721,0.864637,0.518802,0.324207,0.331223,0.000000,0.000000,0.088577,0.170287,0.183040,0.192631,0.000000,
1,0.405675,0.899407,0.501376,0.283400,0.251695,0.367927,0.369508,0.089420,0.158870,0.167050,0.167491,0.000000,
2,0.467729,0.861669,0.500460,0.372199,0.368025,0.361249,0.367927,0.089001,0.170185,0.183178,0.193132,0.000000,
3,0.402887,0.918993,0.495439,0.282340,0.239746,0.361249,0.361249,0.088997,0.158364,0.166648,0.167110,0.000000,
4,0.446668,0.890097,0.509410,0.378702,0.286926,0.362707,0.372621,0.089138,0.170755,0.184107,0.195271,0.000000,
5,0.403006,0.879504,0.526725,0.284576,0.236376,0.362601,0.362707,0.088587,0.158414,0.166747,0.166628,0.000000,
6,0.465989,0.871987,0.511021,0.353138,0.368409,0.360057,0.362601,0.088646,0.170176,0.181825,0.194086,0.000000,
7,0.419635,0.891062,0.608185,0.285972,0.230014,0.357408,0.360057,0.087716,0.158770,0.166285,0.167330,0.000000,
8,0.440227,0.873166,0.556339,0.332943,0.286508,0.357408,0.357408,0.088865,0.169677,0.182724,0.195541,0.000000,
9,0.396655,0.884443,0.499695,0.295184,0.223342,0.371395,0.385095,0.084525,0.158922,0.166996,0.168080,0.000000,
10,0.431816,0.878435,0.509906,0.334715,0.286069,0.361290,0.371395,0.088871,0.169916,0.182965,0.193245,0.000000,
11,0.426351,0.911178,0.521321,0.300388,0.279032,0.361290,0.361290,0.089191,0.158614,0.166670,0.166447,0.000000,
12,0.431408,0.880770,0.518728,0.325566,0.286588,0.361835,0.363956,0.088724,0.170289,0.182568,0.193141,0.000000,
13,0.409232,0.924360,0.522674,0.284855,0.237635,0.361835,0.361835,0.089722,0.158505,0.166837,0.166411,0.000000,
14,0.442317,0.888732,0.465766,0.330681,0.340026,0.362634,0.362634,0.089266,0.170834,0.183446,0.193444,0.000000,
15,0.419652,0.878817,0.591796,0.299418,0.233687,0.366010,0.370648,0.088546,0.158690,0.165886,0.167224,0.000000,
16,0.451322,0.876339,0.452950,0.372634,0.343034,0.365975,0.366010,0.088360,0.170191,0.183352,0.195017,0.000000,
17,0.405015,0.931276,0.483030,0.288445,0.242753,0.365975,0.365975,0.087895,0.159209,0.166176,0.166143,0.000000,
18,0.422750,0.891399,0.481011,0.316694,0.286404,0.368961,0.370598,0.088573,0.170194,0.182762,0.195124,0.000000,
19,0.399426,0.884871,0.493998,0.303582,0.227365,0.368961,0.368961,0.087469,0.158405,0.166258,0.165808,0.000000,
20,0.431587,0.883776,0.433851,0.319504,0.339515,0.370173,0.371992,0.088568,0.170511,0.183227,0.193840,0.000000,
21,0.395243,0.893260,0.481370,0.286387,0.233762,0.356080,0.370173,0.088676,0.158390,0.166364,0.166295,0.000000,
22,0.456866,0.900184,0.525966,0.318158,0.351906,0.356080,0.356080,0.088947,0.170220,0.183169,0.194847,0.000000,
23,0.414461,0.938100,0.503414,0.311787,0.235667,0.362690,0.363434,0.089067,0.158557,0.165689,0.168419,0.000000,
24,0.421259,0.864710,0.471582,0.331499,0.286694,0.362690,0.362690,0.089176,0.170120,0.183006,0.192184,0.000000,
