Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.415769,0.867345,0.460050,0.318527,0.287492,0.000000,0.000000,0.088727,0.170905,0.184186,0.193346,0.000000,
1,0.430789,0.839113,0.576106,0.286487,0.300917,0.367927,0.369508,0.088335,0.158572,0.167185,0.168354,0.000000,
2,0.436889,0.867836,0.501567,0.318027,0.323040,0.361249,0.367927,0.089160,0.170804,0.184303,0.193338,0.000000,
3,0.442565,0.916182,0.556515,0.308739,0.295260,0.361249,0.361249,0.087930,0.158065,0.166779,0.168024,0.000000,
4,0.442624,0.866774,0.498762,0.325228,0.335152,0.362707,0.372621,0.089293,0.171432,0.185327,0.195166,0.000000,
5,0.438286,0.886368,0.577573,0.293413,0.295922,0.362601,0.362707,0.087502,0.158147,0.166947,0.167589,0.000000,
6,0.438883,0.874757,0.467830,0.319115,0.344139,0.360057,0.362601,0.088804,0.170773,0.183046,0.193996,0.000000,
7,0.437863,0.908169,0.564965,0.291046,0.294902,0.357408,0.360057,0.086597,0.158398,0.166338,0.168301,0.000000,
8,0.444580,0.876318,0.495039,0.378110,0.295504,0.357408,0.357408,0.088998,0.170480,0.184144,0.195822,0.000000,
9,0.422450,0.894776,0.498389,0.292995,0.293941,0.371395,0.385095,0.087106,0.158305,0.166232,0.169312,0.000000,
10,0.456708,0.859361,0.478945,0.385186,0.339830,0.361290,0.371395,0.089031,0.170737,0.184486,0.193573,0.000000,
11,0.425166,0.924233,0.491078,0.291085,0.295505,0.361290,0.361290,0.088079,0.158391,0.166868,0.167783,0.000000,
12,0.463769,0.860473,0.521929,0.375354,0.342670,0.361835,0.363956,0.088894,0.171089,0.184024,0.193668,0.000000,
13,0.415641,0.864903,0.487049,0.291449,0.294767,0.361835,0.361835,0.088597,0.158208,0.166974,0.167626,0.000000,
14,0.456992,0.867001,0.456112,0.403538,0.335652,0.362634,0.362634,0.089433,0.171635,0.184922,0.194048,0.000000,
15,0.439501,0.910037,0.575876,0.290851,0.292852,0.366010,0.370648,0.087420,0.158485,0.166062,0.168536,0.000000,
16,0.436180,0.877799,0.466369,0.320313,0.335303,0.365975,0.366010,0.088495,0.171228,0.184688,0.195383,0.000000,
17,0.429220,0.892256,0.481166,0.310374,0.309445,0.365975,0.365975,0.086733,0.158970,0.166392,0.167516,0.000000,
18,0.421909,0.870268,0.454453,0.331541,0.295681,0.368961,0.370598,0.088724,0.171099,0.184032,0.195521,0.000000,
