Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.997254,0.994042,0.995828,0.997688,0.999018,0.000000,0.000000,0.936919,0.997744,0.999156,0.998768,96.656929,
1,0.992520,0.989591,0.988855,0.992556,0.995779,0.367927,0.369508,0.879405,0.990197,0.994795,0.996347,95.693473,
2,0.992763,0.989491,0.989040,0.991369,0.997381,0.361249,0.367927,0.880042,0.990454,0.994751,0.996064,95.714136,
3,0.993040,0.989388,0.989668,0.993139,0.996379,0.361249,0.361249,0.879382,0.990552,0.995222,0.997146,95.882484,
4,0.993565,0.989403,0.989587,0.993781,0.997360,0.362707,0.372621,0.880636,0.991045,0.995787,0.997222,96.032517,
5,0.993578,0.989431,0.989819,0.994741,0.996461,0.362601,0.362707,0.878374,0.990267,0.995094,0.996733,95.961229,
6,0.993837,0.989472,0.989327,0.994169,0.997926,0.360057,0.362601,0.878984,0.990771,0.995642,0.997662,96.115453,
7,0.993603,0.989638,0.988528,0.993537,0.998187,0.357408,0.360057,0.878972,0.990864,0.995598,0.997504,96.046880,
8,0.994007,0.989593,0.990206,0.995007,0.997156,0.357408,0.357408,0.888384,0.992086,0.995990,0.997783,96.181173,
9,0.993892,0.989560,0.989999,0.995047,0.996935,0.371395,0.385095,0.878639,0.990852,0.995356,0.997721,96.135301,
10,0.992885,0.989317,0.988302,0.993320,0.996605,0.361290,0.371395,0.879994,0.990278,0.994641,0.996501,95.769729,
11,0.993016,0.989689,0.988476,0.993523,0.996561,0.361290,0.361290,0.879441,0.990768,0.995608,0.998423,95.997692,
12,0.992715,0.989498,0.988793,0.993003,0.996034,0.361835,0.363956,0.879975,0.990819,0.994847,0.997194,95.800798,
13,0.993490,0.989591,0.988512,0.994271,0.997293,0.361835,0.361835,0.878863,0.990263,0.995171,0.997394,95.997235,
14,0.993333,0.989446,0.990317,0.994609,0.995586,0.362634,0.362634,0.880793,0.990067,0.994357,0.995803,95.799607,
15,0.992997,0.989165,0.987797,0.994085,0.996644,0.366010,0.370648,0.878803,0.990021,0.995130,0.997306,95.885466,
16,0.994005,0.990335,0.991171,0.994563,0.996664,0.365975,0.366010,0.896490,0.993470,0.996934,0.998157,96.272338,
17,0.993164,0.989436,0.988344,0.993514,0.997163,0.365975,0.365975,0.878698,0.991279,0.995755,0.997738,95.990677,
18,0.993246,0.988766,0.989129,0.993305,0.997385,0.368961,0.370598,0.879379,0.990519,0.995454,0.997065,95.941517,
19,0.992994,0.989067,0.989297,0.993759,0.996078,0.368961,0.368961,0.878971,0.991274,0.995359,0.997127,95.891010,
20,0.992726,0.989679,0.989228,0.992590,0.996081,0.370173,0.371992,0.879700,0.991128,0.995402,0.997394,95.856827,
21,0.992830,0.989455,0.989531,0.992332,0.996501,0.356080,0.370173,0.879327,0.990913,0.995517,0.996398,95.784792,
22,0.992488,0.989858,0.988351,0.993781,0.994865,0.356080,0.356080,0.879315,0.989686,0.994605,0.996739,95.690585,
23,0.993376,0.989082,0.988379,0.994629,0.996961,0.362690,0.363434,0.879635,0.991327,0.996036,0.997988,96.065097,
24,0.993712,0.989698,0.990210,0.995107,0.996202,0.362690,0.362690,0.891124,0.993032,0.996963,0.998243,96.209450,
25,0.991565,0.988901,0.987629,0.992414,0.994206,0.363994,0.363994,0.877896,0.990598,0.995515,0.997026,95.568595,
26,0.991990,0.989254,0.988473,0.991651,0.995397,0.365735,0.365735,0.878986,0.990590,0.995086,0.997084,95.648984,
27,0.992565,0.989197,0.990014,0.992352,0.995566,0.373717,0.374079,0.878595,0.990744,0.995745,0.996840,95.795725,
28,0.992889,0.988827,0.988312,0.993549,0.996628,0.366677,0.373717,0.879019,0.991148,0.996673,0.998508,96.033763,
29,0.992456,0.988388,0.988974,0.992693,0.995910,0.366677,0.366677,0.878026,0.991334,0.996230,0.997655,95.852424,
