Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.997064,0.994510,0.993624,0.998804,0.998647,0.000000,0.000000,0.919690,0.995405,0.997722,0.998689,96.529355,
1,0.996022,0.994316,0.993567,0.996943,0.997365,0.367927,0.369508,0.921907,0.995211,0.997302,0.998772,96.793471,
2,0.996672,0.994115,0.993975,0.996017,0.999801,0.361249,0.367927,0.923306,0.995646,0.997433,0.998368,96.902274,
3,0.996589,0.993579,0.993878,0.996961,0.999060,0.361249,0.361249,0.921873,0.995591,0.997861,0.999527,96.995146,
4,0.996956,0.994114,0.994141,0.997672,0.999138,0.362707,0.372621,0.922633,0.995875,0.998128,0.999787,97.111877,
5,0.997086,0.994247,0.994854,0.998389,0.998446,0.362601,0.362707,0.921791,0.995569,0.997585,0.998749,97.030798,
6,0.997417,0.994198,0.994536,0.998075,0.999837,0.360057,0.362601,0.922426,0.995785,0.997920,0.998976,97.133947,
7,0.997185,0.994370,0.993679,0.997799,0.999838,0.357408,0.360057,0.921921,0.995532,0.997707,0.998830,97.057050,
8,0.996381,0.994073,0.993856,0.997065,0.998204,0.357408,0.357408,0.920760,0.994873,0.997199,0.998279,96.811269,
9,0.996800,0.993742,0.993714,0.998391,0.998504,0.371395,0.385095,0.913511,0.994752,0.997276,0.998300,96.924720,
10,0.996210,0.993798,0.992560,0.997249,0.998431,0.361290,0.371395,0.914695,0.994703,0.996916,0.997593,96.709745,
11,0.996047,0.993931,0.991894,0.996571,0.998866,0.361290,0.361290,0.914445,0.995048,0.997671,0.999010,96.822960,
12,0.995615,0.994130,0.991965,0.995943,0.998044,0.361835,0.363956,0.913675,0.994885,0.996920,0.998351,96.642147,
13,0.996539,0.993720,0.992310,0.997898,0.999000,0.361835,0.361835,0.913866,0.994844,0.997589,0.998644,96.896869,
14,0.996236,0.993760,0.993635,0.998222,0.997102,0.362634,0.362634,0.914662,0.995055,0.997357,0.998048,96.775242,
15,0.995721,0.993923,0.991495,0.996975,0.997846,0.366010,0.370648,0.913846,0.994674,0.997367,0.998615,96.710944,
16,0.996089,0.993468,0.992314,0.997004,0.998571,0.365975,0.366010,0.913018,0.995546,0.997969,0.998646,96.825248,
17,0.996294,0.993430,0.991694,0.998000,0.998703,0.365975,0.365975,0.913811,0.995295,0.997861,0.998825,96.878092,
18,0.996801,0.993161,0.993737,0.997614,0.999370,0.368961,0.370598,0.912911,0.995019,0.997766,0.998818,96.986242,
19,0.996470,0.993342,0.993215,0.998217,0.998172,0.368961,0.368961,0.913310,0.995431,0.997824,0.998548,96.897359,
20,0.996165,0.993624,0.993413,0.996748,0.998296,0.370173,0.371992,0.912662,0.994764,0.997541,0.998896,96.844085,
21,0.996097,0.993652,0.993082,0.996525,0.998467,0.356080,0.370173,0.912482,0.994989,0.997774,0.997998,96.749805,
22,0.996062,0.993926,0.993008,0.998187,0.996937,0.356080,0.356080,0.913498,0.994692,0.997357,0.997879,96.712764,
23,0.996281,0.993501,0.992458,0.998043,0.998159,0.362690,0.363434,0.913532,0.995451,0.998246,0.999060,96.907534,
24,0.996299,0.993527,0.993500,0.998069,0.997575,0.362690,0.362690,0.913759,0.995329,0.998229,0.998765,96.886614,
25,0.995331,0.993482,0.992146,0.996983,0.996552,0.363994,0.363994,0.912251,0.995377,0.998181,0.998780,96.676340,
26,0.995502,0.993407,0.992185,0.996485,0.997448,0.365735,0.365735,0.913159,0.995473,0.997950,0.998705,96.700341,
27,0.995926,0.993513,0.994047,0.996627,0.997406,0.373717,0.374079,0.913200,0.995488,0.998152,0.998445,96.792148,
28,0.996702,0.993723,0.992670,0.998319,0.998900,0.366677,0.373717,0.913252,0.996143,0.999145,0.999924,97.117783,
29,0.996859,0.994196,0.993854,0.997790,0.998899,0.366677,0.366677,0.913118,0.995843,0.998441,0.998798,97.028923,
