Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.993994,0.990244,0.988104,0.996634,0.996731,0.000000,0.000000,0.876265,0.991565,0.996528,0.998131,95.742371,
1,0.992907,0.989762,0.988151,0.994689,0.995444,0.367927,0.369508,0.878189,0.991590,0.996376,0.998125,95.997536,
2,0.993727,0.989937,0.989009,0.993650,0.998042,0.361249,0.367927,0.879209,0.991775,0.996107,0.997979,96.144545,
3,0.993652,0.989442,0.988950,0.994635,0.997253,0.361249,0.361249,0.877394,0.991527,0.996450,0.998512,96.184776,
4,0.993694,0.989843,0.989093,0.995620,0.996315,0.362707,0.372621,0.878014,0.991776,0.996678,0.998989,96.245618,
5,0.994009,0.989904,0.989668,0.996134,0.996419,0.362601,0.362707,0.877920,0.991737,0.996411,0.997940,96.218049,
6,0.994202,0.989848,0.988698,0.995658,0.997936,0.360057,0.362601,0.877375,0.991766,0.996434,0.998111,96.271538,
7,0.993962,0.989865,0.988525,0.994761,0.998096,0.357408,0.360057,0.877261,0.991981,0.996645,0.998099,96.225209,
8,0.993497,0.989853,0.988655,0.994630,0.996824,0.357408,0.357408,0.877106,0.991085,0.995907,0.997805,96.062838,
9,0.994203,0.989982,0.989526,0.996061,0.997072,0.371395,0.385095,0.877760,0.991594,0.996299,0.998110,96.280025,
10,0.993865,0.990140,0.989010,0.995077,0.997168,0.361290,0.371395,0.877743,0.991181,0.995711,0.997219,96.093070,
11,0.993678,0.990247,0.987808,0.994945,0.997405,0.361290,0.361290,0.878651,0.991966,0.996731,0.998758,96.225034,
12,0.993059,0.990404,0.987750,0.994126,0.996306,0.361835,0.363956,0.877765,0.991689,0.995786,0.997848,95.974296,
13,0.994128,0.990210,0.987987,0.996217,0.997534,0.361835,0.361835,0.878298,0.991461,0.996369,0.998235,96.263280,
14,0.993829,0.989980,0.989794,0.996330,0.995650,0.362634,0.362634,0.879030,0.991707,0.996034,0.997770,96.148270,
15,0.993207,0.989806,0.987695,0.994607,0.996601,0.366010,0.370648,0.877888,0.991381,0.996207,0.998401,96.073823,
16,0.993195,0.989697,0.987473,0.994925,0.996480,0.365975,0.366010,0.877162,0.992340,0.996833,0.998557,96.116515,
17,0.993516,0.989409,0.986842,0.996187,0.996830,0.365975,0.365975,0.875079,0.991665,0.996621,0.998819,96.194596,
18,0.994168,0.989338,0.988818,0.995259,0.998306,0.368961,0.370598,0.875163,0.991598,0.996567,0.998057,96.276857,
19,0.993889,0.989627,0.988140,0.996808,0.996520,0.368961,0.368961,0.875029,0.991911,0.996455,0.997729,96.186584,
20,0.993459,0.989627,0.988864,0.994204,0.997037,0.370173,0.371992,0.874793,0.991316,0.996320,0.998355,96.135460,
21,0.993774,0.990208,0.988977,0.994982,0.996982,0.356080,0.370173,0.875672,0.991688,0.996475,0.997329,96.111801,
22,0.993221,0.990380,0.987798,0.996050,0.995163,0.356080,0.356080,0.875863,0.991042,0.995936,0.997531,95.980051,
23,0.993589,0.989711,0.987438,0.995971,0.996743,0.362690,0.363434,0.876241,0.991852,0.996826,0.998594,96.198178,
24,0.993601,0.989935,0.988534,0.996299,0.995780,0.362690,0.362690,0.876750,0.991694,0.996642,0.998065,96.149382,
25,0.992674,0.989293,0.987503,0.995279,0.994873,0.363994,0.363994,0.873529,0.991411,0.996422,0.997875,95.922738,
26,0.992983,0.989653,0.987543,0.995033,0.995773,0.365735,0.365735,0.875122,0.991729,0.996429,0.998066,96.009746,
27,0.993191,0.989902,0.988958,0.994768,0.995653,0.373717,0.374079,0.875110,0.991377,0.996473,0.997760,96.041356,
28,0.993905,0.989707,0.988071,0.995974,0.997264,0.366677,0.373717,0.875567,0.992179,0.997443,0.999194,96.349819,
29,0.994226,0.990011,0.989441,0.995555,0.997589,0.366677,0.366677,0.875678,0.991996,0.996707,0.998071,96.295937,
