codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,bitrate,psnr,time(s),optional settings
VVENC,bowing,352x288,29.97,30,27,48.28,49.29,50.8,48.87,115886.08,2.923,bowing_27qp_30fr_29.97fps_slow-preset_4t
